image_file,category,subcategory
images/objects/aircompressor.jpg,objects,natural
images/objects/airconditioner.jpg,objects,natural
images/objects/airhockeypaddle01a.jpg,objects,natural
images/objects/airhockeypaddle01b.jpg,objects,natural
images/objects/alarmclock01.jpg,objects,natural
images/objects/almond.jpg,objects,natural
images/objects/amber.jpg,objects,natural
images/objects/americangoldfinch (1).jpg,objects,natural
images/objects/apple03b.jpg,objects,natural
images/objects/apple03c.jpg,objects,natural
images/objects/apple04.jpg,objects,natural
images/objects/apple05a.jpg,objects,natural
images/objects/apple05b.jpg,objects,natural
images/objects/apple06.jpg,objects,natural
images/objects/apple07.jpg,objects,natural
images/objects/barn.jpg,objects,natural
images/objects/barnowl.jpg,objects,natural
images/objects/barrel01.jpg,objects,natural
images/objects/barrel02.jpg,objects,natural
images/objects/baseball01a.jpg,objects,natural
images/objects/baseball01b.jpg,objects,natural
images/objects/baseballglove.jpg,objects,natural
images/objects/basketball01.jpg,objects,natural
images/objects/basketballhoop02.jpg,objects,natural
images/objects/battery01.jpg,objects,natural
images/objects/binocularcase01b.jpg,objects,natural
images/objects/binocularcase02.jpg,objects,natural
images/objects/binoculars01a.jpg,objects,natural
images/objects/binoculars01b.jpg,objects,natural
images/objects/binoculars02a.jpg,objects,natural
images/objects/binoculars02b.jpg,objects,natural
images/objects/birdie.jpg,objects,natural
images/objects/birdnest.jpg,objects,natural
images/objects/birdseed.jpg,objects,natural
images/objects/bison.jpg,objects,natural
images/objects/bowtie.jpg,objects,natural
images/objects/box01a.jpg,objects,natural
images/objects/box01b.jpg,objects,natural
images/objects/box02.jpg,objects,natural
images/objects/boxingglove01.jpg,objects,natural
images/objects/boxtrailer.jpg,objects,natural
images/objects/boxtruck.jpg,objects,natural
images/objects/brainmodel.jpg,objects,natural
images/objects/brasslipstrike.jpg,objects,natural
images/objects/bubbleblower.jpg,objects,natural
images/objects/bucket01a.jpg,objects,natural
images/objects/bucket01b.jpg,objects,natural
images/objects/bucket02.jpg,objects,natural
images/objects/buddhastatue.jpg,objects,natural
images/objects/buffaloskull.jpg,objects,natural
images/objects/bulldozer.jpg,objects,natural
images/objects/bun.jpg,objects,natural
images/objects/cake.jpg,objects,natural
images/objects/cameracase03a.jpg,objects,natural
images/objects/cameracase03b.jpg,objects,natural
images/objects/campfire.jpg,objects,natural
images/objects/candle06a.jpg,objects,natural
images/objects/candle06b.jpg,objects,natural
images/objects/candle07.jpg,objects,natural
images/objects/candydispenser.jpg,objects,natural
images/objects/canister.jpg,objects,natural
images/objects/cannon.jpg,objects,natural
images/objects/canoepaddle02.jpg,objects,natural
images/objects/cantaloupe01.jpg,objects,natural
images/objects/cantaloupe02.jpg,objects,natural
images/objects/cap01a (1).jpg,objects,natural
images/objects/cap01a.jpg,objects,natural
images/objects/cap01b.jpg,objects,natural
images/objects/catchermask.jpg,objects,natural
images/objects/cauliflower01.jpg,objects,natural
images/objects/cauliflower02.jpg,objects,natural
images/objects/cd.jpg,objects,natural
images/objects/cedarwaxwing.jpg,objects,natural
images/objects/ceilingspeaker.jpg,objects,natural
images/objects/cellphone.jpg,objects,natural
images/objects/cellphonecase01a.jpg,objects,natural
images/objects/cork02.jpg,objects,natural
images/objects/corkboard.jpg,objects,natural
images/objects/cormorant.jpg,objects,natural
images/objects/corn02.jpg,objects,natural
images/objects/cottonpad.jpg,objects,natural
images/objects/couch01.jpg,objects,natural
images/objects/couch02.jpg,objects,natural
images/objects/cougar.jpg,objects,natural
images/objects/croissant01.jpg,objects,natural
images/objects/crosscountryski.jpg,objects,natural
images/objects/eyechart.jpg,objects,natural
images/objects/fan.jpg,objects,natural
images/objects/fanheater.jpg,objects,natural
images/objects/faxmachine.jpg,objects,natural
images/objects/fence01.jpg,objects,natural
images/objects/fence02.jpg,objects,natural
images/objects/fennec.jpg,objects,natural
images/objects/fern.jpg,objects,natural
images/objects/ferry.jpg,objects,natural
images/objects/fork06.jpg,objects,natural
images/objects/giftbow03a.jpg,objects,natural
images/objects/giftbow03b.jpg,objects,natural
images/objects/giftbow05.jpg,objects,natural
images/objects/ginger.jpg,objects,natural
images/objects/glass01.jpg,objects,natural
images/objects/glass02a.jpg,objects,natural
images/objects/glass02b.jpg,objects,natural
