image_file,category,subcategory
images/objects/nose.jpg,objects,manmade
images/objects/notebook02b.jpg,objects,manmade
images/objects/notebook03a.jpg,objects,manmade
images/objects/number3.jpg,objects,manmade
images/objects/nunchuk.jpg,objects,manmade
images/objects/nutcracker01.jpg,objects,manmade
images/objects/nutcracker02.jpg,objects,manmade
images/objects/nyala.jpg,objects,manmade
images/objects/paperclip02.jpg,objects,manmade
images/objects/paperclip03.jpg,objects,manmade
images/objects/parachute.jpg,objects,manmade
images/objects/parkbench01.jpg,objects,manmade
images/objects/parkbench03.jpg,objects,manmade
images/objects/parkingmeter.jpg,objects,manmade
images/objects/parrot02.jpg,objects,manmade
images/objects/parrotfigurine01a.jpg,objects,manmade
images/objects/parrotfigurine01b.jpg,objects,manmade
images/objects/pastaspoon.jpg,objects,manmade
images/objects/patioumbrella.jpg,objects,manmade
images/objects/peanut01.jpg,objects,manmade
images/objects/pear01.jpg,objects,manmade
images/objects/pecan03c.jpg,objects,manmade
images/objects/pedestriancrossingsign.jpg,objects,manmade
images/objects/peeler02a.jpg,objects,manmade
images/objects/peeler03a.jpg,objects,manmade
images/objects/pen01.jpg,objects,manmade
images/objects/pen02b.jpg,objects,manmade
images/objects/penguin.jpg,objects,manmade
images/objects/peppermill01a.jpg,objects,manmade
images/objects/peppermill01b.jpg,objects,manmade
images/objects/peppermill02a.jpg,objects,manmade
images/objects/peppermill02b.jpg,objects,manmade
images/objects/perfume02.jpg,objects,manmade
images/objects/pickaxe02.jpg,objects,manmade
images/objects/picnictable.jpg,objects,manmade
images/objects/pictureframe02b.jpg,objects,manmade
images/objects/pictureframe03b.jpg,objects,manmade
images/objects/pigeon.jpg,objects,manmade
images/objects/pill.jpg,objects,manmade
images/objects/pillar.jpg,objects,manmade
images/objects/pingpongpaddle01c (1).jpg,objects,manmade
images/objects/pingpongpaddle01c.jpg,objects,manmade
images/objects/pingpongtable.jpg,objects,manmade
images/objects/pintofbeer.jpg,objects,manmade
images/objects/pipe.jpg,objects,manmade
images/objects/pipewrench.jpg,objects,manmade
images/objects/pirateflag.jpg,objects,manmade
images/objects/pistachio.jpg,objects,manmade
images/objects/pitcher03a.jpg,objects,manmade
images/objects/pitcher03b.jpg,objects,manmade
images/objects/pitcher05b.jpg,objects,manmade
images/objects/pitchfork.jpg,objects,manmade
images/objects/plant04b.jpg,objects,manmade
images/objects/plant11.jpg,objects,manmade
images/objects/plasticgallon.jpg,objects,manmade
images/objects/podium.jpg,objects,manmade
images/objects/policetape.jpg,objects,manmade
images/objects/poolcue.jpg,objects,manmade
images/objects/pooltable.jpg,objects,manmade
images/objects/pooltriangle.jpg,objects,manmade
images/objects/popcorn.jpg,objects,manmade
images/objects/postitnote.jpg,objects,manmade
images/objects/pot02a.jpg,objects,manmade
images/objects/potatomasher01b.jpg,objects,manmade
images/objects/potatomasher02a.jpg,objects,manmade
images/objects/potatomasher02b.jpg,objects,manmade
images/objects/potatomasher03a.jpg,objects,manmade
images/objects/potatomasher03b.jpg,objects,manmade
images/objects/pottery.jpg,objects,manmade
images/objects/powercable.jpg,objects,manmade
images/objects/powerline.jpg,objects,manmade
images/objects/pressurewasher.jpg,objects,manmade
images/objects/pricesign.jpg,objects,manmade
images/objects/printer03a.jpg,objects,manmade
images/objects/propanetank03.jpg,objects,manmade
images/objects/protractor.jpg,objects,manmade
images/objects/puma.jpg,objects,manmade
images/objects/punchingbag.jpg,objects,manmade
images/objects/punchingball.jpg,objects,manmade
images/objects/pusharoundtoy.jpg,objects,manmade
images/objects/puttyknife.jpg,objects,manmade
images/objects/pylon01.jpg,objects,manmade
images/objects/pylon02.jpg,objects,manmade
images/objects/pylon03a.jpg,objects,manmade
images/objects/pylon03b.jpg,objects,manmade
images/objects/qtip.jpg,objects,manmade
images/objects/racquetballracket.jpg,objects,manmade
images/objects/radio03b.jpg,objects,manmade
images/objects/railfence.jpg,objects,manmade
images/objects/rainstick.jpg,objects,manmade
images/objects/raisin.jpg,objects,manmade
images/objects/ram.jpg,objects,manmade
images/objects/ramekin02.jpg,objects,manmade
images/objects/raspberry02.jpg,objects,manmade
images/objects/rawchicken (1).jpg,objects,manmade
images/objects/rawchicken.jpg,objects,manmade
images/objects/razor01.jpg,objects,manmade
images/objects/razor02a.jpg,objects,manmade
images/objects/razor02b.jpg,objects,manmade
images/objects/razor03a.jpg,objects,manmade
images/objects/razor03b.jpg,objects,manmade
images/objects/razor03c.jpg,objects,manmade
images/objects/razor04a.jpg,objects,manmade
