image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
CFD-BM-232-213-N.jpg,faces,male,0,,2back,139,1
broccoli01b.jpg,objects,natural,0,,2back,139,1
parkfountain.jpg,objects,manmade,0,,2back,139,1
CFD-WF-242-001-N.jpg,faces,female,1,,2back,139,1
flugglehorn.jpg,objects,manmade,0,,2back,139,1
CFD-WF-242-001-N.jpg,faces,female,1,,2back,139,2
index1.jpg,scenes,natural,0,,2back,139,1
CFD-LF-234-139-N.jpg,faces,female,0,,2back,139,1
CFD-BM-216-088-N.jpg,faces,male,1,,2back,139,1
NA004783.jpg,scenes,natural,1,,2back,139,1
CFD-BM-216-088-N.jpg,faces,male,1,,2back,139,2
NA004783.jpg,scenes,natural,1,,2back,139,2
badger.jpg,objects,natural,1,,2back,139,1
peacock.jpg,objects,natural,0,,2back,139,1
badger.jpg,objects,natural,1,,2back,139,2
CFD-AM-232-251-N.jpg,faces,male,0,,2back,139,1
lobby56.jpg,scenes,manmade,0,,2back,139,1
land645.jpg,scenes,natural,1,,2back,139,1
CFD-BF-236-177-N.jpg,faces,female,0,,2back,139,1
land645.jpg,scenes,natural,1,,2back,139,2
rice.jpg,objects,natural,1,,2back,139,1
dalmatian.jpg,objects,natural,1,,2back,139,1
rice.jpg,objects,natural,1,,2back,139,2
dalmatian.jpg,objects,natural,1,,2back,139,2
forest_17_01_askl.jpg,scenes,natural,0,,2back,139,1
CFD-BF-038-037-N.jpg,faces,female,1,,2back,139,1
CFD-WM-245-123-N.jpg,faces,male,1,,2back,139,1
CFD-BF-038-037-N.jpg,faces,female,1,,2back,139,2
CFD-WM-245-123-N.jpg,faces,male,1,,2back,139,2
fishinghook01b.jpg,objects,manmade,1,,2back,139,1
stapler03a.jpg,objects,manmade,0,,2back,139,1
fishinghook01b.jpg,objects,manmade,1,,2back,139,2
cdMC745.jpg,scenes,natural,0,,2back,139,1
watermelon01.jpg,objects,natural,0,,2back,139,1
tenniscourt-2.jpg,scenes,manmade,0,,2back,139,1
lynx02.jpg,objects,natural,0,,2back,139,1
CFD-AM-205-153-N.jpg,faces,male,1,,2back,139,1
CFD-WM-212-097-N.jpg,faces,male,0,,2back,139,1
CFD-AM-205-153-N.jpg,faces,male,1,,2back,139,2
big-blue-iceberg.jpg,scenes,natural,0,,2back,139,1
DinningRoom1.jpg,scenes,manmade,1,,2back,139,1
CFD-WF-012-002-N.jpg,faces,female,0,,2back,139,1
DinningRoom1.jpg,scenes,manmade,1,,2back,139,2
entrhallstair66.jpg,scenes,manmade,1,,2back,139,1
CFD-LF-210-220-N.jpg,faces,female,1,,2back,139,1
entrhallstair66.jpg,scenes,manmade,1,,2back,139,2
CFD-LF-210-220-N.jpg,faces,female,1,,2back,139,2
CFD-LF-241-188-N.jpg,faces,female,0,,2back,139,1
glasses01b.jpg,objects,manmade,0,,2back,139,1
t_676099.jpg,scenes,manmade,0,,2back,139,1
room264.jpg,scenes,manmade,1,,2back,139,1
nailclipper03c.jpg,objects,manmade,0,,2back,139,1
room264.jpg,scenes,manmade,1,,2back,139,2
CFD-BM-015-015-N.jpg,faces,male,1,,2back,139,1
fusilli02b.jpg,objects,manmade,0,,2back,139,1
CFD-BM-015-015-N.jpg,faces,male,1,,2back,139,2
rock01a.jpg,objects,natural,1,,2back,139,1
egg01b.jpg,objects,natural,0,,2back,139,1
rock01a.jpg,objects,natural,1,,2back,139,2
vikingmask01b.jpg,objects,manmade,1,,2back,139,1
CFD-BM-044-001-N.jpg,faces,male,0,,2back,139,1
vikingmask01b.jpg,objects,manmade,1,,2back,139,2
11081stream.jpg,scenes,natural,0,,2back,139,1
volcano34.jpg,scenes,natural,0,,2back,139,1
CFD-BM-203-001-N.jpg,faces,male,0,,2back,139,1
CFD-WF-234-086-N.jpg,faces,female,0,,2back,139,1
build857.jpg,scenes,manmade,0,,2back,139,1
CFD-BM-040-002-N.jpg,faces,male,0,,2back,139,1
room.jpg,scenes,manmade,0,,2back,139,1
arugula.jpg,objects,natural,0,,2back,139,1
Desert_de_Gobi.jpg,scenes,natural,1,,2back,139,1
walldeco01.jpg,objects,manmade,1,,2back,139,1
