image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
CFD-BM-203-001-N.jpg,faces,male,1,,1back,93,1
CFD-BM-203-001-N.jpg,faces,male,1,,1back,93,2
vulture.jpg,objects,natural,0,,1back,93,1
CFD-LM-220-329-N.jpg,faces,male,0,,1back,93,1
plant09.jpg,objects,natural,0,,1back,93,1
tent.jpg,objects,manmade,0,,1back,93,1
564245313_78f70e3a10.jpg,scenes,manmade,0,,1back,93,1
DinningRoom1.jpg,scenes,manmade,0,,1back,93,1
fryingpan01.jpg,objects,manmade,1,,1back,93,1
fryingpan01.jpg,objects,manmade,1,,1back,93,2
CFD-WM-202-107-N.jpg,faces,male,0,,1back,93,1
08Trees.jpg,scenes,natural,0,,1back,93,1
vikingmask01b.jpg,objects,manmade,0,,1back,93,1
restau.04.jpg,scenes,manmade,0,,1back,93,1
moth.jpg,objects,natural,0,,1back,93,1
CFD-WM-257-161-N.jpg,faces,male,0,,1back,93,1
handbag02a.jpg,objects,manmade,1,,1back,93,1
handbag02a.jpg,objects,manmade,1,,1back,93,2
supermarche33-1.jpg,scenes,manmade,1,,1back,93,1
supermarche33-1.jpg,scenes,manmade,1,,1back,93,2
popo11.jpg,scenes,natural,0,,1back,93,1
CFD-AF-209-006-N.jpg,faces,female,1,,1back,93,1
CFD-AF-209-006-N.jpg,faces,female,1,,1back,93,2
CFD-AM-242-176-N.jpg,faces,male,0,,1back,93,1
lobby56.jpg,scenes,manmade,0,,1back,93,1
giraffe.jpg,objects,natural,1,,1back,93,1
giraffe.jpg,objects,natural,1,,1back,93,2
gym2.jpg,scenes,manmade,1,,1back,93,1
gym2.jpg,scenes,manmade,1,,1back,93,2
date.jpg,objects,natural,0,,1back,93,1
CFD-AM-234-355-N.jpg,faces,male,0,,1back,93,1
CFD-BM-239-136-N.jpg,faces,male,1,,1back,93,1
CFD-BM-239-136-N.jpg,faces,male,1,,1back,93,2
watermelon01.jpg,objects,natural,1,,1back,93,1
watermelon01.jpg,objects,natural,1,,1back,93,2
CFD-LF-210-220-N.jpg,faces,female,1,,1back,93,1
CFD-LF-210-220-N.jpg,faces,female,1,,1back,93,2
PoolesCavern2A.jpg,scenes,natural,0,,1back,93,1
CFD-WM-243-107-N.jpg,faces,male,0,,1back,93,1
siamesecat.jpg,objects,natural,1,,1back,93,1
siamesecat.jpg,objects,natural,1,,1back,93,2
CFD-WF-248-129-N.jpg,faces,female,0,,1back,93,1
CFD-BF-226-119-N.jpg,faces,female,0,,1back,93,1
land18.jpg,scenes,natural,0,,1back,93,1
visoterra-cimetiere-d-arlington-1494-1.jpg,scenes,manmade,0,,1back,93,1
interlockingbuildingblock01.jpg,objects,manmade,0,,1back,93,1
TunnelEntrance.jpg,scenes,manmade,0,,1back,93,1
1889095-Turtle_Island_Busuanga_Palawan-Palawan.jpg,scenes,natural,0,,1back,93,1
CFD-AM-224-126-N.jpg,faces,male,1,,1back,93,1
CFD-AM-224-126-N.jpg,faces,male,1,,1back,93,2
CFD-BM-241-235-N.jpg,faces,male,1,,1back,93,1
CFD-BM-241-235-N.jpg,faces,male,1,,1back,93,2
CFD-BF-019-001-N.jpg,faces,female,1,,1back,93,1
CFD-BF-019-001-N.jpg,faces,female,1,,1back,93,2
taillight.jpg,objects,manmade,1,,1back,93,1
taillight.jpg,objects,manmade,1,,1back,93,2
CFD-LF-213-079-N.jpg,faces,female,0,,1back,93,1
land364.jpg,scenes,natural,1,,1back,93,1
land364.jpg,scenes,natural,1,,1back,93,2
CFD-WF-015-006-N.jpg,faces,female,0,,1back,93,1
CFD-BM-013-002-N.jpg,faces,male,0,,1back,93,1
int3.jpg,scenes,manmade,0,,1back,93,1
n251016.jpg,scenes,natural,1,,1back,93,1
n251016.jpg,scenes,natural,1,,1back,93,2
seagull.jpg,objects,natural,0,,1back,93,1
CBP1022234_P.jpg,scenes,manmade,0,,1back,93,1
ShueisianTemple.jpg,scenes,manmade,0,,1back,93,1
amphitheater.jpg,scenes,manmade,0,,1back,93,1
cav3e.jpg,scenes,natural,0,,1back,93,1
214classroom.jpg,scenes,manmade,1,,1back,93,1
214classroom.jpg,scenes,manmade,1,,1back,93,2
CFD-WM-238-020-N.jpg,faces,male,1,,1back,93,1
CFD-WM-238-020-N.jpg,faces,male,1,,1back,93,2
calanques_17_05_google.jpg,scenes,natural,1,,1back,93,1
calanques_17_05_google.jpg,scenes,natural,1,,1back,93,2
medal02a.jpg,objects,manmade,0,,1back,93,1
cherrypicker.jpg,objects,manmade,1,,1back,93,1
cherrypicker.jpg,objects,manmade,1,,1back,93,2
perfume01a.jpg,objects,manmade,0,,1back,93,1
CFD-BF-200-080-N.jpg,faces,female,0,,1back,93,1
CFD-BF-003-003-N.jpg,faces,female,0,,1back,93,1
seashell02.jpg,objects,natural,0,,1back,93,1
land680.jpg,scenes,natural,1,,1back,93,1
land680.jpg,scenes,natural,1,,1back,93,2
pickle01a.jpg,objects,natural,0,,1back,93,1
violin.jpg,objects,manmade,0,,1back,93,1
CFD-BM-019-002-N.jpg,faces,male,0,,1back,93,1
CFD-LF-246-129-N.jpg,faces,female,0,,1back,93,1
seashell01.jpg,objects,natural,0,,1back,93,1
hairdryer01a.jpg,objects,manmade,1,,1back,93,1
hairdryer01a.jpg,objects,manmade,1,,1back,93,2
CFD-AM-252-114-N.jpg,faces,male,1,,1back,93,1
CFD-AM-252-114-N.jpg,faces,male,1,,1back,93,2
WMP0005237_P.jpg,scenes,natural,0,,1back,93,1
lock04b.jpg,objects,manmade,0,,1back,93,1
CFD-WF-035-024-N.jpg,faces,female,0,,1back,93,1
electricmixer.jpg,objects,manmade,1,,1back,93,1
electricmixer.jpg,objects,manmade,1,,1back,93,2
natu3.jpg,scenes,natural,0,,1back,93,1
hoe.jpg,objects,manmade,0,,1back,93,1
FreeFoto_beach_20_3.jpg,scenes,natural,1,,1back,93,1
FreeFoto_beach_20_3.jpg,scenes,natural,1,,1back,93,2
CFD-BM-230-232-N.jpg,faces,male,0,,1back,93,1
microphone01.jpg,objects,manmade,0,,1back,93,1
AT-98-3-0944-36_l.jpg,scenes,manmade,1,,1back,93,1
AT-98-3-0944-36_l.jpg,scenes,manmade,1,,1back,93,2
CFD-BM-021-021-N.jpg,faces,male,0,,1back,93,1
CFD-BM-001-014-N.jpg,faces,male,0,,1back,93,1
noisemaker.jpg,objects,manmade,0,,1back,93,1
apple04.jpg,objects,natural,1,,1back,93,1
apple04.jpg,objects,natural,1,,1back,93,2
pineapple01b.jpg,objects,natural,1,,1back,93,1
pineapple01b.jpg,objects,natural,1,,1back,93,2
outdoorheater.jpg,objects,manmade,0,,1back,93,1
dalmatian.jpg,objects,natural,0,,1back,93,1
CFD-WF-221-005-N.jpg,faces,female,1,,1back,93,1
CFD-WF-221-005-N.jpg,faces,female,1,,1back,93,2
snail.jpg,objects,natural,0,,1back,93,1
CFD-AF-212-097-N.jpg,faces,female,0,,1back,93,1
bathroom0002.jpg,scenes,manmade,0,,1back,93,1
CFD-BM-217-082-N.jpg,faces,male,0,,1back,93,1
finishedbarn.jpg,scenes,manmade,0,,1back,93,1
scrubbingbrush04b.jpg,objects,manmade,0,,1back,93,1
CFD-BF-029-031-N.jpg,faces,female,1,,1back,93,1
CFD-BF-029-031-N.jpg,faces,female,1,,1back,93,2
alligator.jpg,objects,natural,1,,1back,93,1
alligator.jpg,objects,natural,1,,1back,93,2
CFD-AF-206-079-N.jpg,faces,female,0,,1back,93,1
FreeFoto_river_2_16.jpg,scenes,natural,0,,1back,93,1
land16.jpg,scenes,natural,0,,1back,93,1
CFD-WF-023-003-N.jpg,faces,female,1,,1back,93,1
CFD-WF-023-003-N.jpg,faces,female,1,,1back,93,2
stream01_640.jpg,scenes,natural,0,,1back,93,1
CFD-BM-219-141-N.jpg,faces,male,0,,1back,93,1
leaf05.jpg,objects,natural,0,,1back,93,1
stringbean02a.jpg,objects,natural,0,,1back,93,1
CFD-WF-204-038-N.jpg,faces,female,0,,1back,93,1
a812069.jpg,scenes,manmade,1,,1back,93,1
a812069.jpg,scenes,manmade,1,,1back,93,2
CFD-AF-229-160-N.jpg,faces,female,0,,1back,93,1
calanques_07_13_google.jpg,scenes,natural,1,,1back,93,1
calanques_07_13_google.jpg,scenes,natural,1,,1back,93,2
CaravanBar.jpg,scenes,manmade,0,,1back,93,1
Coastal-caveinchalkwithrubble.jpg,scenes,natural,0,,1back,93,1
CFD-LF-209-072-N.jpg,faces,female,0,,1back,93,1
CFD-BM-040-002-N.jpg,faces,male,0,,1back,93,1
FreeFoto_river_36_44.jpg,scenes,natural,0,,1back,93,1
bowlingalley.jpg,scenes,manmade,0,,1back,93,1
room.jpg,scenes,manmade,1,,1back,93,1
room.jpg,scenes,manmade,1,,1back,93,2
tennisball01a.jpg,objects,manmade,0,,1back,93,1
lynx02.jpg,objects,natural,0,,1back,93,1
CFD-BF-234-167-N.jpg,faces,female,0,,1back,93,1
duck01.jpg,objects,natural,0,,1back,93,1
umbrella01.jpg,objects,manmade,0,,1back,93,1
r_251092.jpg,scenes,natural,0,,1back,93,1
b_chute_moreau.jpg,scenes,natural,0,,1back,93,1
cactusfruit.jpg,objects,natural,0,,1back,93,1
FreeFoto_mountain_3_34.jpg,scenes,natural,0,,1back,93,1
pecan03c.jpg,objects,natural,1,,1back,93,1
pecan03c.jpg,objects,natural,1,,1back,93,2
CFD-AM-216-114-N.jpg,faces,male,1,,1back,93,1
CFD-AM-216-114-N.jpg,faces,male,1,,1back,93,2
t_676099.jpg,scenes,manmade,0,,1back,93,1
plant11.jpg,objects,natural,0,,1back,93,1
heron02.jpg,objects,natural,0,,1back,93,1
safetypin.jpg,objects,manmade,1,,1back,93,1
safetypin.jpg,objects,manmade,1,,1back,93,2
room317.jpg,scenes,manmade,1,,1back,93,1
room317.jpg,scenes,manmade,1,,1back,93,2
hippopotamus.jpg,objects,natural,0,,1back,93,1
CFD-WF-012-002-N.jpg,faces,female,0,,1back,93,1
CFD-WF-205-006-N.jpg,faces,female,0,,1back,93,1
TropicalJardin.jpg,scenes,manmade,0,,1back,93,1
CFD-AF-207-023-N.jpg,faces,female,0,,1back,93,1
woodencrate03.jpg,objects,manmade,0,,1back,93,1
sandcastle.jpg,objects,manmade,0,,1back,93,1
gym07.jpg,scenes,manmade,0,,1back,93,1
peanut02.jpg,objects,natural,0,,1back,93,1
FreeFoto_beach_39_50.jpg,scenes,natural,0,,1back,93,1
CFD-BM-228-145-N.jpg,faces,male,1,,1back,93,1
CFD-BM-228-145-N.jpg,faces,male,1,,1back,93,2
CFD-WM-015-002-N.jpg,faces,male,0,,1back,93,1
canyon_26_02_askl.jpg,scenes,natural,0,,1back,93,1
c_791076.jpg,scenes,manmade,0,,1back,93,1
b_371057.jpg,scenes,natural,0,,1back,93,1
canyon_14_02_askl.jpg,scenes,natural,0,,1back,93,1
CFD-AM-228-214-N.jpg,faces,male,0,,1back,93,1
CFD-AF-250-200-N.jpg,faces,female,1,,1back,93,1
CFD-AF-250-200-N.jpg,faces,female,1,,1back,93,2
ANTARCTICA-IcebergLagoon-MatthewGibbons_jpg.jpg,scenes,natural,0,,1back,93,1
interiorconcert01..jpg,scenes,manmade,0,,1back,93,1
rattle.jpg,objects,manmade,0,,1back,93,1
scale01b.jpg,objects,manmade,1,,1back,93,1
scale01b.jpg,objects,manmade,1,,1back,93,2
field_05_05_ask.jpg,scenes,natural,0,,1back,93,1
CFD-WM-037-025-N.jpg,faces,male,0,,1back,93,1
CFD-LF-206-078-N.jpg,faces,female,1,,1back,93,1
CFD-LF-206-078-N.jpg,faces,female,1,,1back,93,2
CFD-BM-031-003-N.jpg,faces,male,0,,1back,93,1
grape02.jpg,objects,natural,0,,1back,93,1
pepper04b.jpg,objects,natural,1,,1back,93,1
pepper04b.jpg,objects,natural,1,,1back,93,2
soapdispenser04.jpg,objects,manmade,0,,1back,93,1
door.jpg,objects,manmade,0,,1back,93,1
CFD-LF-222-147-N.jpg,faces,female,0,,1back,93,1
n213075.jpg,scenes,natural,1,,1back,93,1
n213075.jpg,scenes,natural,1,,1back,93,2
CFD-WM-215-041-N.jpg,faces,male,0,,1back,93,1
nat457.jpg,scenes,natural,1,,1back,93,1
nat457.jpg,scenes,natural,1,,1back,93,2
b4.jpg,scenes,manmade,0,,1back,93,1
poolnet.jpg,objects,manmade,1,,1back,93,1
poolnet.jpg,objects,manmade,1,,1back,93,2
electricguitar01.jpg,objects,manmade,0,,1back,93,1
sneaker01a.jpg,objects,manmade,0,,1back,93,1
ostrich.jpg,objects,natural,0,,1back,93,1
CFD-BM-025-035-N.jpg,faces,male,1,,1back,93,1
CFD-BM-025-035-N.jpg,faces,male,1,,1back,93,2
CFD-AF-242-158-N.jpg,faces,female,0,,1back,93,1
CFD-WF-234-086-N.jpg,faces,female,0,,1back,93,1
009iceberg.jpg,scenes,natural,1,,1back,93,1
009iceberg.jpg,scenes,natural,1,,1back,93,2
CFD-AF-248-148-N.jpg,faces,female,1,,1back,93,1
CFD-AF-248-148-N.jpg,faces,female,1,,1back,93,2
tiered_parking_web.jpg,scenes,manmade,0,,1back,93,1
jeans01.jpg,objects,manmade,1,,1back,93,1
jeans01.jpg,objects,manmade,1,,1back,93,2
gift01.jpg,objects,manmade,0,,1back,93,1
151815.jpg,scenes,manmade,0,,1back,93,1
CFD-WM-234-118-N.jpg,faces,male,0,,1back,93,1
syringe01.jpg,objects,manmade,0,,1back,93,1
CFD-BF-045-003-N.jpg,faces,female,0,,1back,93,1
FreeFoto_castle_35_37.jpg,scenes,manmade,0,,1back,93,1
CFD-BM-236-248-N.jpg,faces,male,0,,1back,93,1
CFD-BF-225-192-N.jpg,faces,female,1,,1back,93,1
CFD-BF-225-192-N.jpg,faces,female,1,,1back,93,2
CFD-AM-215-120-N.jpg,faces,male,0,,1back,93,1
ladybug02.jpg,objects,natural,0,,1back,93,1
nametag01a.jpg,objects,manmade,0,,1back,93,1
1bli6790.jpg,scenes,manmade,0,,1back,93,1
senedd-construction-site-200803-th-2.jpg,scenes,manmade,1,,1back,93,1
senedd-construction-site-200803-th-2.jpg,scenes,manmade,1,,1back,93,2
NA002665.jpg,scenes,natural,0,,1back,93,1
616739082_d546057033.jpg,scenes,manmade,0,,1back,93,1
Ruisseau45.jpg,scenes,natural,1,,1back,93,1
Ruisseau45.jpg,scenes,natural,1,,1back,93,2
CFD-WF-027-003-N.jpg,faces,female,1,,1back,93,1
CFD-WF-027-003-N.jpg,faces,female,1,,1back,93,2
CFD-LM-222-239-N.jpg,faces,male,0,,1back,93,1
drum04.jpg,objects,manmade,0,,1back,93,1
CFD-LF-202-065-N.jpg,faces,female,0,,1back,93,1
roomscan11.jpg,scenes,manmade,1,,1back,93,1
roomscan11.jpg,scenes,manmade,1,,1back,93,2
kangaroo.jpg,objects,natural,0,,1back,93,1
CFD-WM-256-138-N.jpg,faces,male,0,,1back,93,1
tupperware04b.jpg,objects,manmade,1,,1back,93,1
tupperware04b.jpg,objects,manmade,1,,1back,93,2
lizard.jpg,objects,natural,0,,1back,93,1
squirrel.jpg,objects,natural,1,,1back,93,1
squirrel.jpg,objects,natural,1,,1back,93,2
egg01b.jpg,objects,natural,0,,1back,93,1
CFD-BM-023-029-N.jpg,faces,male,0,,1back,93,1
plum02.jpg,objects,natural,0,,1back,93,1
CFD-WF-017-003-N.jpg,faces,female,0,,1back,93,1
FreeFoto_house_15_36.jpg,scenes,manmade,1,,1back,93,1
FreeFoto_house_15_36.jpg,scenes,manmade,1,,1back,93,2
beach_02_10_yahoo.jpg,scenes,natural,0,,1back,93,1
sealion.jpg,objects,natural,0,,1back,93,1
CFD-LF-244-096-N.jpg,faces,female,0,,1back,93,1
Off-Library.jpg,scenes,manmade,0,,1back,93,1
