image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
leaf04.jpg,objects,natural,1,,2back,124,1
CFD-WM-242-011-N.jpg,faces,male,0,,2back,124,1
leaf04.jpg,objects,natural,1,,2back,124,2
Swimming_pool2.jpg,scenes,manmade,1,,2back,124,1
rawchicken.jpg,objects,natural,0,,2back,124,1
Swimming_pool2.jpg,scenes,manmade,1,,2back,124,2
1684965730_e82d832010_b.jpg,scenes,manmade,1,,2back,124,1
electricguitar01.jpg,objects,manmade,0,,2back,124,1
1684965730_e82d832010_b.jpg,scenes,manmade,1,,2back,124,2
CFD-BF-005-001-N.jpg,faces,female,0,,2back,124,1
bowlingalley.jpg,scenes,manmade,0,,2back,124,1
canyon_26_02_askl.jpg,scenes,natural,1,,2back,124,1
barrett_misueno_dining3_e.jpg,scenes,manmade,0,,2back,124,1
canyon_26_02_askl.jpg,scenes,natural,1,,2back,124,2
screw02.jpg,objects,manmade,0,,2back,124,1
CFD-AF-206-079-N.jpg,faces,female,0,,2back,124,1
CFD-AM-252-114-N.jpg,faces,male,1,,2back,124,1
CFD-BF-234-167-N.jpg,faces,female,0,,2back,124,1
CFD-AM-252-114-N.jpg,faces,male,1,,2back,124,2
shop16.jpg,scenes,manmade,0,,2back,124,1
214classroom.jpg,scenes,manmade,0,,2back,124,1
safetypin.jpg,objects,manmade,0,,2back,124,1
lightbulb02b.jpg,objects,manmade,0,,2back,124,1
CFD-WM-237-052-N.jpg,faces,male,1,,2back,124,1
Igloo_outside.jpg,scenes,natural,0,,2back,124,1
CFD-WM-237-052-N.jpg,faces,male,1,,2back,124,2
blackberry.jpg,objects,natural,1,,2back,124,1
interlockingbuildingblock01.jpg,objects,manmade,1,,2back,124,1
blackberry.jpg,objects,natural,1,,2back,124,2
interlockingbuildingblock01.jpg,objects,manmade,1,,2back,124,2
big-blue-iceberg.jpg,scenes,natural,0,,2back,124,1
oyster02.jpg,objects,natural,1,,2back,124,1
CFD-BF-003-003-N.jpg,faces,female,1,,2back,124,1
oyster02.jpg,objects,natural,1,,2back,124,2
CFD-BF-003-003-N.jpg,faces,female,1,,2back,124,2
CFD-BF-010-001-N.jpg,faces,female,0,,2back,124,1
lizard.jpg,objects,natural,0,,2back,124,1
CFD-WF-022-017-N.jpg,faces,female,0,,2back,124,1
volcano34.jpg,scenes,natural,0,,2back,124,1
crab01.jpg,objects,natural,0,,2back,124,1
CFD-WF-013-003-N.jpg,faces,female,1,,2back,124,1
peacock.jpg,objects,natural,0,,2back,124,1
CFD-WF-013-003-N.jpg,faces,female,1,,2back,124,2
hihat.jpg,objects,manmade,1,,2back,124,1
CFD-LM-248-089-N.jpg,faces,male,1,,2back,124,1
hihat.jpg,objects,manmade,1,,2back,124,2
CFD-LM-248-089-N.jpg,faces,male,1,,2back,124,2
CFD-LF-254-125-N.jpg,faces,female,0,,2back,124,1
namibiefishriver03.jpg,scenes,natural,1,,2back,124,1
mb_0494.jpg,scenes,natural,0,,2back,124,1
namibiefishriver03.jpg,scenes,natural,1,,2back,124,2
cloud.jpg,objects,natural,1,,2back,124,1
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,124,1
cloud.jpg,objects,natural,1,,2back,124,2
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,124,2
apple04.jpg,objects,natural,0,,2back,124,1
FreeFoto_forest_2_48.jpg,scenes,natural,1,,2back,124,1
forest_17_01_askl.jpg,scenes,natural,0,,2back,124,1
FreeFoto_forest_2_48.jpg,scenes,natural,1,,2back,124,2
n44002.jpg,scenes,natural,1,,2back,124,1
lock04b.jpg,objects,manmade,1,,2back,124,1
n44002.jpg,scenes,natural,1,,2back,124,2
lock04b.jpg,objects,manmade,1,,2back,124,2
CFD-AF-239-171-N.jpg,faces,female,0,,2back,124,1
CFD-WF-234-086-N.jpg,faces,female,0,,2back,124,1
CFD-BM-228-145-N.jpg,faces,male,1,,2back,124,1
CFD-WF-017-003-N.jpg,faces,female,0,,2back,124,1
CFD-BM-228-145-N.jpg,faces,male,1,,2back,124,2
sneaker01a.jpg,objects,manmade,0,,2back,124,1
oyster01.jpg,objects,natural,0,,2back,124,1
CFD-WM-228-065-N.jpg,faces,male,0,,2back,124,1
CFD-BM-004-002-N.jpg,faces,male,0,,2back,124,1
bath.jpg,scenes,manmade,0,,2back,124,1
CFD-BM-253-004-N.jpg,faces,male,0,,2back,124,1
Qumran_Cave_4_interior_51-31tb_wr.jpg,scenes,natural,1,,2back,124,1
Icebergrce.jpg,scenes,natural,0,,2back,124,1
Qumran_Cave_4_interior_51-31tb_wr.jpg,scenes,natural,1,,2back,124,2
CFD-BM-041-035-N.jpg,faces,male,0,,2back,124,1
