image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
CFD-WF-219-038-N.jpg,faces,female,0,,2back,73,1
CFD-AM-242-176-N.jpg,faces,male,0,,2back,73,1
CFD-AF-207-023-N.jpg,faces,female,1,,2back,73,1
3607308_scaled_416x312.jpg,scenes,manmade,0,,2back,73,1
CFD-AF-207-023-N.jpg,faces,female,1,,2back,73,2
cantaloupe02.jpg,objects,natural,1,,2back,73,1
VA-03-00-0002-06_l.jpg,scenes,manmade,0,,2back,73,1
cantaloupe02.jpg,objects,natural,1,,2back,73,2
CFD-AF-238-185-N.jpg,faces,female,0,,2back,73,1
camping34.jpg,scenes,manmade,0,,2back,73,1
CFD-LM-202-072-N.jpg,faces,male,0,,2back,73,1
226513073_9c7038891f.jpg,scenes,manmade,1,,2back,73,1
bnine.jpg,scenes,natural,1,,2back,73,1
226513073_9c7038891f.jpg,scenes,manmade,1,,2back,73,2
bnine.jpg,scenes,natural,1,,2back,73,2
FreeFoto_mountain_3_34.jpg,scenes,natural,1,,2back,73,1
watermelon01.jpg,objects,natural,0,,2back,73,1
FreeFoto_mountain_3_34.jpg,scenes,natural,1,,2back,73,2
CFD-WM-219-008-N.jpg,faces,male,0,,2back,73,1
land364.jpg,scenes,natural,0,,2back,73,1
AT-98-3-0944-36_l.jpg,scenes,manmade,0,,2back,73,1
FreeFoto_beach_1_17.jpg,scenes,natural,1,,2back,73,1
canyon_25_04_askl.jpg,scenes,natural,0,,2back,73,1
FreeFoto_beach_1_17.jpg,scenes,natural,1,,2back,73,2
bathroom0002.jpg,scenes,manmade,1,,2back,73,1
CFD-BF-228-212-N.jpg,faces,female,1,,2back,73,1
bathroom0002.jpg,scenes,manmade,1,,2back,73,2
CFD-BF-228-212-N.jpg,faces,female,1,,2back,73,2
CFD-AF-239-171-N.jpg,faces,female,1,,2back,73,1
CFD-WM-015-002-N.jpg,faces,male,0,,2back,73,1
CFD-AF-239-171-N.jpg,faces,female,1,,2back,73,2
CFD-LF-202-065-N.jpg,faces,female,0,,2back,73,1
land662.jpg,scenes,natural,0,,2back,73,1
b_791051.jpg,scenes,manmade,0,,2back,73,1
giftbow04.jpg,objects,manmade,0,,2back,73,1
cheetah.jpg,objects,natural,0,,2back,73,1
saw01b.jpg,objects,manmade,1,,2back,73,1
egg01b.jpg,objects,natural,1,,2back,73,1
saw01b.jpg,objects,manmade,1,,2back,73,2
egg01b.jpg,objects,natural,1,,2back,73,2
eagle.jpg,objects,natural,0,,2back,73,1
pen04a.jpg,objects,manmade,0,,2back,73,1
CFD-LF-247-051-N.jpg,faces,female,1,,2back,73,1
1217_2_1000BuroPerthConcertHall2.jpg,scenes,manmade,0,,2back,73,1
CFD-LF-247-051-N.jpg,faces,female,1,,2back,73,2
CFD-AF-246-242-N.jpg,faces,female,0,,2back,73,1
big-blue-iceberg.jpg,scenes,natural,0,,2back,73,1
windshieldwiper02.jpg,objects,manmade,0,,2back,73,1
drum03.jpg,objects,manmade,0,,2back,73,1
sieve03b.jpg,objects,manmade,0,,2back,73,1
FreeFoto_coast_2_13.jpg,scenes,natural,0,,2back,73,1
CFD-WM-243-107-N.jpg,faces,male,1,,2back,73,1
CFD-BM-004-002-N.jpg,faces,male,0,,2back,73,1
CFD-WM-243-107-N.jpg,faces,male,1,,2back,73,2
CaravanBar.jpg,scenes,manmade,0,,2back,73,1
NA002665.jpg,scenes,natural,0,,2back,73,1
panda.jpg,objects,natural,1,,2back,73,1
1bli6790.jpg,scenes,manmade,1,,2back,73,1
panda.jpg,objects,natural,1,,2back,73,2
1bli6790.jpg,scenes,manmade,1,,2back,73,2
leaf03b.jpg,objects,natural,1,,2back,73,1
beach_26_07_flickr.jpg,scenes,natural,0,,2back,73,1
leaf03b.jpg,objects,natural,1,,2back,73,2
CFD-AF-248-148-N.jpg,faces,female,0,,2back,73,1
CFD-AF-229-160-N.jpg,faces,female,0,,2back,73,1
CFD-WF-027-003-N.jpg,faces,female,0,,2back,73,1
CFD-AF-206-079-N.jpg,faces,female,0,,2back,73,1
CFD-WM-218-074-N.jpg,faces,male,0,,2back,73,1
int637.jpg,scenes,manmade,1,,2back,73,1
chipmunk.jpg,objects,natural,0,,2back,73,1
int637.jpg,scenes,manmade,1,,2back,73,2
art869.jpg,scenes,manmade,0,,2back,73,1
n457008.jpg,scenes,manmade,0,,2back,73,1
mountain_10_04_askl.jpg,scenes,natural,1,,2back,73,1
CFD-WM-244-003-N.jpg,faces,male,0,,2back,73,1
mountain_10_04_askl.jpg,scenes,natural,1,,2back,73,2
FreeFoto_mountain_1_2.jpg,scenes,natural,0,,2back,73,1
plant01.jpg,objects,natural,0,,2back,73,1
CFD-BM-217-082-N.jpg,faces,male,1,,2back,73,1
CFD-WM-251-002-N.jpg,faces,male,0,,2back,73,1
CFD-BM-217-082-N.jpg,faces,male,1,,2back,73,2
A549054.jpg,scenes,manmade,0,,2back,73,1
house_16_01_askl.jpg,scenes,manmade,0,,2back,73,1
009iceberg.jpg,scenes,natural,0,,2back,73,1
lynx01.jpg,objects,natural,0,,2back,73,1
CFD-BF-010-001-N.jpg,faces,female,0,,2back,73,1
CFD-AM-216-114-N.jpg,faces,male,0,,2back,73,1
bazooka.jpg,objects,manmade,0,,2back,73,1
CFD-WF-038-021-N.jpg,faces,female,0,,2back,73,1
LibraryPictures3.jpg,scenes,manmade,0,,2back,73,1
CFD-LM-241-125-N.jpg,faces,male,1,,2back,73,1
CFD-LF-209-072-N.jpg,faces,female,1,,2back,73,1
CFD-LM-241-125-N.jpg,faces,male,1,,2back,73,2
CFD-LF-209-072-N.jpg,faces,female,1,,2back,73,2
scissors09.jpg,objects,manmade,0,,2back,73,1
roomscan11.jpg,scenes,manmade,0,,2back,73,1
peanut01.jpg,objects,natural,1,,2back,73,1
CFD-WF-017-003-N.jpg,faces,female,0,,2back,73,1
peanut01.jpg,objects,natural,1,,2back,73,2
pinecone02b.jpg,objects,natural,0,,2back,73,1
gaststaette1.jpg,scenes,manmade,0,,2back,73,1
pepper04b.jpg,objects,natural,0,,2back,73,1
CFD-LM-246-087-N.jpg,faces,male,0,,2back,73,1
ANTARCTICA-IcebergLagoon-MatthewGibbons_jpg.jpg,scenes,natural,1,,2back,73,1
CFD-WM-232-070-N.jpg,faces,male,0,,2back,73,1
ANTARCTICA-IcebergLagoon-MatthewGibbons_jpg.jpg,scenes,natural,1,,2back,73,2
CFD-LM-244-068-N.jpg,faces,male,1,,2back,73,1
stapler03a.jpg,objects,manmade,1,,2back,73,1
CFD-LM-244-068-N.jpg,faces,male,1,,2back,73,2
stapler03a.jpg,objects,manmade,1,,2back,73,2
apron.jpg,objects,manmade,0,,2back,73,1
morningstar.jpg,objects,natural,0,,2back,73,1
workglove02c.jpg,objects,manmade,0,,2back,73,1
porcupine.jpg,objects,natural,0,,2back,73,1
sneaker01a.jpg,objects,manmade,1,,2back,73,1
FreeFoto_mountain_6_42.jpg,scenes,natural,0,,2back,73,1
sneaker01a.jpg,objects,manmade,1,,2back,73,2
CFD-LM-222-239-N.jpg,faces,male,1,,2back,73,1
CFD-WM-228-065-N.jpg,faces,male,0,,2back,73,1
CFD-LM-222-239-N.jpg,faces,male,1,,2back,73,2
Ruisseau45.jpg,scenes,natural,0,,2back,73,1
CFD-LM-247-095-N.jpg,faces,male,0,,2back,73,1
store.jpg,scenes,manmade,1,,2back,73,1
vikingmask01b.jpg,objects,manmade,0,,2back,73,1
store.jpg,scenes,manmade,1,,2back,73,2
apple07.jpg,objects,natural,0,,2back,73,1
bluejay.jpg,objects,natural,1,,2back,73,1
CFD-WF-201-156-N.jpg,faces,female,0,,2back,73,1
bluejay.jpg,objects,natural,1,,2back,73,2
handgripper.jpg,objects,manmade,0,,2back,73,1
15909-pool-area.jpg,scenes,manmade,1,,2back,73,1
woodenspoon.jpg,objects,manmade,0,,2back,73,1
15909-pool-area.jpg,scenes,manmade,1,,2back,73,2
CFD-BM-013-002-N.jpg,faces,male,1,,2back,73,1
CFD-LM-236-163-N.jpg,faces,male,0,,2back,73,1
CFD-BM-013-002-N.jpg,faces,male,1,,2back,73,2
hanger01.jpg,objects,manmade,1,,2back,73,1
CFD-AF-245-143-N.jpg,faces,female,0,,2back,73,1
hanger01.jpg,objects,manmade,1,,2back,73,2
forest_01_01_ask.jpg,scenes,natural,1,,2back,73,1
scale01b.jpg,objects,manmade,1,,2back,73,1
forest_01_01_ask.jpg,scenes,natural,1,,2back,73,2
scale01b.jpg,objects,manmade,1,,2back,73,2
FreeFoto_mountain_7_1.jpg,scenes,natural,0,,2back,73,1
canyon_02_03_ask.jpg,scenes,natural,0,,2back,73,1
squirrel.jpg,objects,natural,0,,2back,73,1
peanut02.jpg,objects,natural,0,,2back,73,1
n44002.jpg,scenes,natural,0,,2back,73,1
pepper01.jpg,objects,natural,0,,2back,73,1
nametag01a.jpg,objects,manmade,1,,2back,73,1
CFD-BF-246-170-N.jpg,faces,female,1,,2back,73,1
nametag01a.jpg,objects,manmade,1,,2back,73,2
CFD-BF-246-170-N.jpg,faces,female,1,,2back,73,2
glassescase.jpg,objects,manmade,0,,2back,73,1
drill02b.jpg,objects,manmade,0,,2back,73,1
CFD-BF-038-037-N.jpg,faces,female,0,,2back,73,1
CFD-LF-220-120-N.jpg,faces,female,0,,2back,73,1
mushroom01.jpg,objects,natural,0,,2back,73,1
CFD-AF-254-167-N.jpg,faces,female,0,,2back,73,1
CFD-LM-243-075-N.jpg,faces,male,0,,2back,73,1
CFD-BM-031-003-N.jpg,faces,male,0,,2back,73,1
CFD-AF-209-006-N.jpg,faces,female,1,,2back,73,1
FreeFoto_forest_14_16.jpg,scenes,natural,0,,2back,73,1
CFD-AF-209-006-N.jpg,faces,female,1,,2back,73,2
446598270_7894706047.jpg,scenes,natural,0,,2back,73,1
CFD-BM-041-035-N.jpg,faces,male,0,,2back,73,1
rhinoceros01.jpg,objects,natural,1,,2back,73,1
hammerheadshark.jpg,objects,natural,0,,2back,73,1
rhinoceros01.jpg,objects,natural,1,,2back,73,2
spacerocket.jpg,objects,manmade,1,,2back,73,1
pecan03c.jpg,objects,natural,1,,2back,73,1
spacerocket.jpg,objects,manmade,1,,2back,73,2
pecan03c.jpg,objects,natural,1,,2back,73,2
CFD-LM-221-216-N.jpg,faces,male,1,,2back,73,1
564245313_78f70e3a10.jpg,scenes,manmade,0,,2back,73,1
CFD-LM-221-216-N.jpg,faces,male,1,,2back,73,2
canyon_04_05_askl.jpg,scenes,natural,0,,2back,73,1
woodencrate03.jpg,objects,manmade,0,,2back,73,1
Qumran_Cave_4_interior_51-31tb_wr.jpg,scenes,natural,0,,2back,73,1
englishcucumber.jpg,objects,natural,1,,2back,73,1
CFD-BM-021-021-N.jpg,faces,male,0,,2back,73,1
englishcucumber.jpg,objects,natural,1,,2back,73,2
kangaroo.jpg,objects,natural,0,,2back,73,1
sLobby16.jpg,scenes,manmade,0,,2back,73,1
syringe01.jpg,objects,manmade,1,,2back,73,1
CFD-WF-222-092-N.jpg,faces,female,0,,2back,73,1
syringe01.jpg,objects,manmade,1,,2back,73,2
CFD-BM-036-003-N.jpg,faces,male,0,,2back,73,1
room264.jpg,scenes,manmade,0,,2back,73,1
CFD-BM-244-197-N.jpg,faces,male,0,,2back,73,1
tupperware04b.jpg,objects,manmade,1,,2back,73,1
151815.jpg,scenes,manmade,0,,2back,73,1
tupperware04b.jpg,objects,manmade,1,,2back,73,2
CFD-WF-010-004-N.jpg,faces,female,1,,2back,73,1
interlockingbuildingblock01.jpg,objects,manmade,0,,2back,73,1
CFD-WF-010-004-N.jpg,faces,female,1,,2back,73,2
hoe.jpg,objects,manmade,0,,2back,73,1
giftbag01a.jpg,objects,manmade,1,,2back,73,1
CFD-WF-237-067-N.jpg,faces,female,0,,2back,73,1
giftbag01a.jpg,objects,manmade,1,,2back,73,2
050531_colima_volcano_04.jpg,scenes,natural,1,,2back,73,1
violin.jpg,objects,manmade,1,,2back,73,1
050531_colima_volcano_04.jpg,scenes,natural,1,,2back,73,2
violin.jpg,objects,manmade,1,,2back,73,2
N190059.jpg,scenes,manmade,1,,2back,73,1
barnowl.jpg,objects,natural,0,,2back,73,1
N190059.jpg,scenes,manmade,1,,2back,73,2
shrimp.jpg,objects,natural,0,,2back,73,1
forest_01_01_google.jpg,scenes,natural,1,,2back,73,1
TropicalJardin.jpg,scenes,manmade,0,,2back,73,1
forest_01_01_google.jpg,scenes,natural,1,,2back,73,2
fusilli02b.jpg,objects,manmade,0,,2back,73,1
trampoline.jpg,objects,manmade,1,,2back,73,1
CFD-BF-029-031-N.jpg,faces,female,1,,2back,73,1
trampoline.jpg,objects,manmade,1,,2back,73,2
CFD-BF-029-031-N.jpg,faces,female,1,,2back,73,2
CFD-LM-250-077-N.jpg,faces,male,0,,2back,73,1
cdmc1145.jpg,scenes,manmade,1,,2back,73,1
sturgeon.jpg,objects,natural,0,,2back,73,1
cdmc1145.jpg,scenes,manmade,1,,2back,73,2
CFD-AF-219-106-N.jpg,faces,female,0,,2back,73,1
fishinghook01b.jpg,objects,manmade,0,,2back,73,1
nat457.jpg,scenes,natural,0,,2back,73,1
GymInt1.jpg,scenes,manmade,1,,2back,73,1
A846050.jpg,scenes,manmade,0,,2back,73,1
GymInt1.jpg,scenes,manmade,1,,2back,73,2
CFD-WM-242-011-N.jpg,faces,male,0,,2back,73,1
bambouseraie_12_10_altavista.jpg,scenes,natural,0,,2back,73,1
CFD-BF-201-080-N.jpg,faces,female,0,,2back,73,1
CFD-WF-022-017-N.jpg,faces,female,0,,2back,73,1
canyon_05_01_ask.jpg,scenes,natural,0,,2back,73,1
broccoli01b.jpg,objects,natural,0,,2back,73,1
CFD-LF-229-164-N.jpg,faces,female,0,,2back,73,1
CFD-AF-216-106-N.jpg,faces,female,0,,2back,73,1
cleaver01.jpg,objects,manmade,0,,2back,73,1
CFD-WM-215-041-N.jpg,faces,male,0,,2back,73,1
duck01.jpg,objects,natural,0,,2back,73,1
mammoth_cave.jpg,scenes,natural,0,,2back,73,1
CFD-WF-008-002-N.jpg,faces,female,0,,2back,73,1
CFD-WM-212-097-N.jpg,faces,male,0,,2back,73,1
apple03a.jpg,objects,natural,1,,2back,73,1
dormer.jpg,objects,manmade,0,,2back,73,1
apple03a.jpg,objects,natural,1,,2back,73,2
CFD-WM-249-239-N.jpg,faces,male,1,,2back,73,1
coffeebean.jpg,objects,natural,0,,2back,73,1
CFD-WM-249-239-N.jpg,faces,male,1,,2back,73,2
CFD-WF-208-068-N.jpg,faces,female,0,,2back,73,1
pecan02.jpg,objects,natural,1,,2back,73,1
url3.jpg,scenes,manmade,0,,2back,73,1
pecan02.jpg,objects,natural,1,,2back,73,2
g_vigoenfotos_1934d.jpg,scenes,manmade,1,,2back,73,1
4513626754.jpg,scenes,manmade,0,,2back,73,1
g_vigoenfotos_1934d.jpg,scenes,manmade,1,,2back,73,2
calanques_17_05_google.jpg,scenes,natural,0,,2back,73,1
CFD-WM-031-003-N.jpg,faces,male,0,,2back,73,1
CFD-BM-247-240-N.jpg,faces,male,1,,2back,73,1
b4.jpg,scenes,manmade,0,,2back,73,1
CFD-BM-247-240-N.jpg,faces,male,1,,2back,73,2
calanques_01_05_google.jpg,scenes,natural,1,,2back,73,1
outdoorheater.jpg,objects,manmade,0,,2back,73,1
calanques_01_05_google.jpg,scenes,natural,1,,2back,73,2
CFD-WM-233-106-N.jpg,faces,male,0,,2back,73,1
CFD-WF-001-003-N.jpg,faces,female,0,,2back,73,1
headphones03c.jpg,objects,manmade,0,,2back,73,1
handbag02a.jpg,objects,manmade,0,,2back,73,1
CFD-BM-037-033-N.jpg,faces,male,1,,2back,73,1
grocery.jpg,scenes,manmade,0,,2back,73,1
CFD-BM-037-033-N.jpg,faces,male,1,,2back,73,2
mountain77.jpg,scenes,natural,0,,2back,73,1
image12.jpg,scenes,natural,0,,2back,73,1
n251016.jpg,scenes,natural,1,,2back,73,1
rattle.jpg,objects,manmade,0,,2back,73,1
n251016.jpg,scenes,natural,1,,2back,73,2
vulture.jpg,objects,natural,1,,2back,73,1
CFD-LM-242-002-N.jpg,faces,male,0,,2back,73,1
vulture.jpg,objects,natural,1,,2back,73,2
chickenshishkebab.jpg,objects,manmade,0,,2back,73,1
TA-99-3-0525-34_l.jpg,scenes,manmade,0,,2back,73,1
CFD-BF-236-177-N.jpg,faces,female,1,,2back,73,1
CFD-WF-209-052-N.jpg,faces,female,0,,2back,73,1
CFD-BF-236-177-N.jpg,faces,female,1,,2back,73,2
CFD-WM-257-161-N.jpg,faces,male,1,,2back,73,1
CFD-LM-252-076-N.jpg,faces,male,0,,2back,73,1
CFD-WM-257-161-N.jpg,faces,male,1,,2back,73,2
apple04.jpg,objects,natural,0,,2back,73,1
n457042.jpg,scenes,manmade,0,,2back,73,1
