image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
CFD-BM-228-145-N.jpg,faces,male,0,,2back,161,1
peanut02.jpg,objects,natural,0,,2back,161,1
FreeFoto_castle_35_37.jpg,scenes,manmade,0,,2back,161,1
kiwi02.jpg,objects,natural,0,,2back,161,1
warehouse-499.jpg,scenes,manmade,0,,2back,161,1
lychee02b.jpg,objects,natural,0,,2back,161,1
FreeFoto_house_15_36.jpg,scenes,manmade,1,,2back,161,1
grape02.jpg,objects,natural,0,,2back,161,1
FreeFoto_house_15_36.jpg,scenes,manmade,1,,2back,161,2
CFD-BF-207-004-N.jpg,faces,female,1,,2back,161,1
poolnet.jpg,objects,manmade,0,,2back,161,1
CFD-BF-207-004-N.jpg,faces,female,1,,2back,161,2
tiger01.jpg,objects,natural,0,,2back,161,1
LS009898.jpg,scenes,manmade,1,,2back,161,1
apple04.jpg,objects,natural,1,,2back,161,1
LS009898.jpg,scenes,manmade,1,,2back,161,2
apple04.jpg,objects,natural,1,,2back,161,2
CFD-WF-010-004-N.jpg,faces,female,0,,2back,161,1
FreeFoto_beach_24_43.jpg,scenes,natural,0,,2back,161,1
cav3e.jpg,scenes,natural,1,,2back,161,1
land145.jpg,scenes,natural,0,,2back,161,1
cav3e.jpg,scenes,natural,1,,2back,161,2
classroom-001.jpg,scenes,manmade,0,,2back,161,1
CFD-BF-200-080-N.jpg,faces,female,0,,2back,161,1
CFD-AM-232-251-N.jpg,faces,male,0,,2back,161,1
12first_campsite.jpg,scenes,manmade,1,,2back,161,1
egg02.jpg,objects,natural,1,,2back,161,1
12first_campsite.jpg,scenes,manmade,1,,2back,161,2
egg02.jpg,objects,natural,1,,2back,161,2
door.jpg,objects,manmade,0,,2back,161,1
tenniscourt-2.jpg,scenes,manmade,0,,2back,161,1
CFD-BF-213-188-N.jpg,faces,female,0,,2back,161,1
564245313_78f70e3a10.jpg,scenes,manmade,1,,2back,161,1
CFD-WM-232-070-N.jpg,faces,male,1,,2back,161,1
564245313_78f70e3a10.jpg,scenes,manmade,1,,2back,161,2
CFD-WM-232-070-N.jpg,faces,male,1,,2back,161,2
CFD-BM-217-082-N.jpg,faces,male,0,,2back,161,1
CFD-BF-034-002-N.jpg,faces,female,1,,2back,161,1
CFD-LM-239-075-N.jpg,faces,male,1,,2back,161,1
CFD-BF-034-002-N.jpg,faces,female,1,,2back,161,2
CFD-LM-239-075-N.jpg,faces,male,1,,2back,161,2
CFD-LF-222-147-N.jpg,faces,female,0,,2back,161,1
apa_camden_dining_room_china.jpg,scenes,manmade,0,,2back,161,1
bambouseraie_12_10_altavista.jpg,scenes,natural,1,,2back,161,1
Igloo_outside.jpg,scenes,natural,1,,2back,161,1
bambouseraie_12_10_altavista.jpg,scenes,natural,1,,2back,161,2
Igloo_outside.jpg,scenes,natural,1,,2back,161,2
artichoke01a.jpg,objects,natural,0,,2back,161,1
glasses01b.jpg,objects,manmade,1,,2back,161,1
1684965730_e82d832010_b.jpg,scenes,manmade,0,,2back,161,1
glasses01b.jpg,objects,manmade,1,,2back,161,2
arugula.jpg,objects,natural,1,,2back,161,1
gift01.jpg,objects,manmade,0,,2back,161,1
arugula.jpg,objects,natural,1,,2back,161,2
LibraryPictures3.jpg,scenes,manmade,0,,2back,161,1
computermouse02b.jpg,objects,manmade,0,,2back,161,1
studio643.jpg,scenes,manmade,0,,2back,161,1
CFD-AF-221-147-N.jpg,faces,female,1,,2back,161,1
CFD-BM-036-003-N.jpg,faces,male,0,,2back,161,1
CFD-AF-221-147-N.jpg,faces,female,1,,2back,161,2
scissors09.jpg,objects,manmade,1,,2back,161,1
plant11.jpg,objects,natural,1,,2back,161,1
scissors09.jpg,objects,manmade,1,,2back,161,2
plant11.jpg,objects,natural,1,,2back,161,2
whaleshark.jpg,objects,natural,1,,2back,161,1
CFD-LF-220-120-N.jpg,faces,female,1,,2back,161,1
whaleshark.jpg,objects,natural,1,,2back,161,2
CFD-LF-220-120-N.jpg,faces,female,1,,2back,161,2
CFD-WF-038-021-N.jpg,faces,female,1,,2back,161,1
caulking.jpg,objects,manmade,1,,2back,161,1
CFD-WF-038-021-N.jpg,faces,female,1,,2back,161,2
caulking.jpg,objects,manmade,1,,2back,161,2
flipflop01a.jpg,objects,manmade,0,,2back,161,1
CFD-BF-029-031-N.jpg,faces,female,0,,2back,161,1
level03a.jpg,objects,manmade,0,,2back,161,1
CFD-LM-235-231-N.jpg,faces,male,1,,2back,161,1
CFD-WF-242-001-N.jpg,faces,female,0,,2back,161,1
CFD-LM-235-231-N.jpg,faces,male,1,,2back,161,2
FreeFoto_river_36_44.jpg,scenes,natural,0,,2back,161,1
cheetah.jpg,objects,natural,0,,2back,161,1
0gefHLp8G0hS8ab5T1BKhdescQ3UG016_800x600.jpg,scenes,manmade,1,,2back,161,1
kettle01.jpg,objects,manmade,0,,2back,161,1
0gefHLp8G0hS8ab5T1BKhdescQ3UG016_800x600.jpg,scenes,manmade,1,,2back,161,2
beach_120_08_flickr.jpg,scenes,natural,1,,2back,161,1
land662.jpg,scenes,natural,0,,2back,161,1
beach_120_08_flickr.jpg,scenes,natural,1,,2back,161,2
CFD-LM-224-162-N.jpg,faces,male,0,,2back,161,1
dormer.jpg,objects,manmade,1,,2back,161,1
peacock.jpg,objects,natural,0,,2back,161,1
