image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
cantaloupe02.jpg,objects,natural,0,,2back,147,1
CFD-LM-222-239-N.jpg,faces,male,0,,2back,147,1
vulture.jpg,objects,natural,0,,2back,147,1
bowl01.jpg,objects,manmade,0,,2back,147,1
CFD-WM-216-061-N.jpg,faces,male,0,,2back,147,1
CFD-BF-038-037-N.jpg,faces,female,1,,2back,147,1
big-blue-iceberg.jpg,scenes,natural,0,,2back,147,1
CFD-BF-038-037-N.jpg,faces,female,1,,2back,147,2
CFD-AF-229-160-N.jpg,faces,female,1,,2back,147,1
watch03a.jpg,objects,manmade,1,,2back,147,1
CFD-AF-229-160-N.jpg,faces,female,1,,2back,147,2
watch03a.jpg,objects,manmade,1,,2back,147,2
TropicalJardin.jpg,scenes,manmade,0,,2back,147,1
electricguitar01.jpg,objects,manmade,1,,2back,147,1
FreeFoto_beach_1_17.jpg,scenes,natural,0,,2back,147,1
electricguitar01.jpg,objects,manmade,1,,2back,147,2
beach_120_08_flickr.jpg,scenes,natural,0,,2back,147,1
fusilli02b.jpg,objects,manmade,0,,2back,147,1
CFD-AM-212-050-N.jpg,faces,male,0,,2back,147,1
CFD-WM-020-001-N.jpg,faces,male,0,,2back,147,1
plant05b.jpg,objects,natural,0,,2back,147,1
FreeFoto_beach_24_45.jpg,scenes,natural,0,,2back,147,1
CFD-BF-020-002-N.jpg,faces,female,0,,2back,147,1
squirrel.jpg,objects,natural,1,,2back,147,1
CFD-BM-228-145-N.jpg,faces,male,1,,2back,147,1
squirrel.jpg,objects,natural,1,,2back,147,2
CFD-BM-228-145-N.jpg,faces,male,1,,2back,147,2
sandcastle.jpg,objects,manmade,0,,2back,147,1
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,147,1
dining16.jpg,scenes,manmade,0,,2back,147,1
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,147,2
hanger01.jpg,objects,manmade,1,,2back,147,1
CFD-LM-247-095-N.jpg,faces,male,1,,2back,147,1
hanger01.jpg,objects,manmade,1,,2back,147,2
CFD-LM-247-095-N.jpg,faces,male,1,,2back,147,2
