image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
tiered_parking_web.jpg,scenes,manmade,0,,2back,6,1
pepper05a.jpg,objects,natural,1,,2back,6,1
archi151.jpg,scenes,manmade,0,,2back,6,1
pepper05a.jpg,objects,natural,1,,2back,6,2
beach_02_10_yahoo.jpg,scenes,natural,0,,2back,6,1
barnowl.jpg,objects,natural,1,,2back,6,1
CFD-BM-025-035-N.jpg,faces,male,0,,2back,6,1
barnowl.jpg,objects,natural,1,,2back,6,2
fishinghook01b.jpg,objects,manmade,0,,2back,6,1
CFD-LF-234-139-N.jpg,faces,female,0,,2back,6,1
FreeFoto_mountain_7_1.jpg,scenes,natural,0,,2back,6,1
flowerwreath.jpg,objects,natural,0,,2back,6,1
4513626754.jpg,scenes,manmade,0,,2back,6,1
interlockingbuildingblock01.jpg,objects,manmade,1,,2back,6,1
CFD-WF-001-003-N.jpg,faces,female,0,,2back,6,1
interlockingbuildingblock01.jpg,objects,manmade,1,,2back,6,2
mountain77.jpg,scenes,natural,1,,2back,6,1
DinningRoom1.jpg,scenes,manmade,0,,2back,6,1
mountain77.jpg,scenes,natural,1,,2back,6,2
FreeFoto_castle_14_34.jpg,scenes,manmade,0,,2back,6,1
CFD-WF-205-006-N.jpg,faces,female,0,,2back,6,1
CFD-AF-238-185-N.jpg,faces,female,0,,2back,6,1
FreeFoto_mountain_6_42.jpg,scenes,natural,0,,2back,6,1
CFD-WF-008-002-N.jpg,faces,female,0,,2back,6,1
fryingpan01.jpg,objects,manmade,0,,2back,6,1
CFD-AM-216-114-N.jpg,faces,male,0,,2back,6,1
perfume01a.jpg,objects,manmade,0,,2back,6,1
CFD-BM-030-003-N.jpg,faces,male,0,,2back,6,1
CFD-WM-245-123-N.jpg,faces,male,1,,2back,6,1
canyon_04_05_askl.jpg,scenes,natural,0,,2back,6,1
CFD-WM-245-123-N.jpg,faces,male,1,,2back,6,2
1bli6790.jpg,scenes,manmade,1,,2back,6,1
almond.jpg,objects,natural,0,,2back,6,1
1bli6790.jpg,scenes,manmade,1,,2back,6,2
Igloo_outside.jpg,scenes,natural,0,,2back,6,1
baguette02b.jpg,objects,manmade,1,,2back,6,1
CFD-AF-256-160-N.jpg,faces,female,1,,2back,6,1
baguette02b.jpg,objects,manmade,1,,2back,6,2
CFD-AF-256-160-N.jpg,faces,female,1,,2back,6,2
n44002.jpg,scenes,natural,0,,2back,6,1
bowl01.jpg,objects,manmade,0,,2back,6,1
land161.jpg,scenes,natural,1,,2back,6,1
LibraryPictures3.jpg,scenes,manmade,1,,2back,6,1
land161.jpg,scenes,natural,1,,2back,6,2
LibraryPictures3.jpg,scenes,manmade,1,,2back,6,2
lipstick03a.jpg,objects,manmade,0,,2back,6,1
namibiefishriver03.jpg,scenes,natural,1,,2back,6,1
FreeFoto_river_2_16.jpg,scenes,natural,0,,2back,6,1
namibiefishriver03.jpg,scenes,natural,1,,2back,6,2
Playground-2568.jpg,scenes,manmade,0,,2back,6,1
CFD-WF-026-002-N.jpg,faces,female,1,,2back,6,1
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,6,1
CFD-WF-026-002-N.jpg,faces,female,1,,2back,6,2
FreeFoto_beach_32_15.jpg,scenes,natural,1,,2back,6,2
CFD-BM-019-002-N.jpg,faces,male,0,,2back,6,1
CFD-BM-015-015-N.jpg,faces,male,0,,2back,6,1
CFD-BF-246-170-N.jpg,faces,female,1,,2back,6,1
moth.jpg,objects,natural,0,,2back,6,1
CFD-BF-246-170-N.jpg,faces,female,1,,2back,6,2
anise.jpg,objects,natural,0,,2back,6,1
CFD-AM-235-241-N.jpg,faces,male,1,,2back,6,1
CFD-WF-038-021-N.jpg,faces,female,0,,2back,6,1
CFD-AM-235-241-N.jpg,faces,male,1,,2back,6,2
CFD-BM-230-232-N.jpg,faces,male,0,,2back,6,1
CFD-LM-222-239-N.jpg,faces,male,0,,2back,6,1
blackberry.jpg,objects,natural,0,,2back,6,1
stringbean02a.jpg,objects,natural,1,,2back,6,1
sailboat.jpg,objects,manmade,1,,2back,6,1
stringbean02a.jpg,objects,natural,1,,2back,6,2
sailboat.jpg,objects,manmade,1,,2back,6,2
CFD-LM-242-002-N.jpg,faces,male,0,,2back,6,1
lynx01.jpg,objects,natural,1,,2back,6,1
barrett_misueno_dining3_e.jpg,scenes,manmade,0,,2back,6,1
lynx01.jpg,objects,natural,1,,2back,6,2
screw02.jpg,objects,manmade,0,,2back,6,1
setsquare.jpg,objects,manmade,1,,2back,6,1
basketballhoop01.jpg,objects,manmade,0,,2back,6,1
setsquare.jpg,objects,manmade,1,,2back,6,2
pickle01a.jpg,objects,natural,0,,2back,6,1
CFD-BF-236-177-N.jpg,faces,female,0,,2back,6,1
snail.jpg,objects,natural,0,,2back,6,1
giftbag01a.jpg,objects,manmade,0,,2back,6,1
CFD-BM-236-248-N.jpg,faces,male,0,,2back,6,1
BB-WA-Zillah-Teapot_Gas_Station.jpg,scenes,manmade,0,,2back,6,1
CFD-BF-001-025-N.jpg,faces,female,1,,2back,6,1
CFD-BM-027-001-N.jpg,faces,male,1,,2back,6,1
