image,category,subcategory,repeat,Unnamed: 3,task,block,presentation
urinal.jpg,objects,manmade,0,,1back,176,1
lobby56.jpg,scenes,manmade,1,,1back,176,1
lobby56.jpg,scenes,manmade,1,,1back,176,2
CFD-WM-239-128-N.jpg,faces,male,0,,1back,176,1
fusilli02b.jpg,objects,manmade,0,,1back,176,1
sealion.jpg,objects,natural,0,,1back,176,1
TropicalJardin.jpg,scenes,manmade,1,,1back,176,1
TropicalJardin.jpg,scenes,manmade,1,,1back,176,2
weight04c.jpg,objects,manmade,0,,1back,176,1
CFD-LM-241-125-N.jpg,faces,male,0,,1back,176,1
muskox.jpg,objects,natural,0,,1back,176,1
Qumran_Cave_4_interior_51-31tb_wr.jpg,scenes,natural,0,,1back,176,1
CFD-AM-228-214-N.jpg,faces,male,0,,1back,176,1
basketballhoop01.jpg,objects,manmade,0,,1back,176,1
peanut02.jpg,objects,natural,0,,1back,176,1
cdMC745.jpg,scenes,natural,0,,1back,176,1
CFD-AM-235-241-N.jpg,faces,male,0,,1back,176,1
watermelon01.jpg,objects,natural,1,,1back,176,1
watermelon01.jpg,objects,natural,1,,1back,176,2
CFD-LF-233-277-N.jpg,faces,female,1,,1back,176,1
CFD-LF-233-277-N.jpg,faces,female,1,,1back,176,2
CFD-LF-225-164-N.jpg,faces,female,0,,1back,176,1
CFD-BM-235-226-N.jpg,faces,male,1,,1back,176,1
CFD-BM-235-226-N.jpg,faces,male,1,,1back,176,2
CFD-BF-218-207-N.jpg,faces,female,0,,1back,176,1
arugula.jpg,objects,natural,0,,1back,176,1
n251016.jpg,scenes,natural,0,,1back,176,1
house_16_01_askl.jpg,scenes,manmade,1,,1back,176,1
house_16_01_askl.jpg,scenes,manmade,1,,1back,176,2
lychee02b.jpg,objects,natural,1,,1back,176,1
lychee02b.jpg,objects,natural,1,,1back,176,2
CFD-BF-251-211-N.jpg,faces,female,0,,1back,176,1
giraffe.jpg,objects,natural,1,,1back,176,1
giraffe.jpg,objects,natural,1,,1back,176,2
tiger02.jpg,objects,natural,0,,1back,176,1
macaque.jpg,objects,natural,0,,1back,176,1
woodenspoon.jpg,objects,manmade,0,,1back,176,1
plant05b.jpg,objects,natural,1,,1back,176,1
plant05b.jpg,objects,natural,1,,1back,176,2
t_676099.jpg,scenes,manmade,0,,1back,176,1
porcupine.jpg,objects,natural,0,,1back,176,1
squirrel.jpg,objects,natural,0,,1back,176,1
cantaloupe02.jpg,objects,natural,1,,1back,176,1
cantaloupe02.jpg,objects,natural,1,,1back,176,2
land680.jpg,scenes,natural,0,,1back,176,1
CFD-WM-234-118-N.jpg,faces,male,1,,1back,176,1
CFD-WM-234-118-N.jpg,faces,male,1,,1back,176,2
CFD-LF-222-147-N.jpg,faces,female,0,,1back,176,1
Outdoor-Playground-KXB01-001-.jpg,scenes,manmade,0,,1back,176,1
englishcucumber.jpg,objects,natural,0,,1back,176,1
CFD-AM-217-085-N.jpg,faces,male,0,,1back,176,1
salon_front.jpg,scenes,manmade,0,,1back,176,1
sneaker01a.jpg,objects,manmade,0,,1back,176,1
saltshaker03b.jpg,objects,manmade,0,,1back,176,1
CFD-LM-216-082-N.jpg,faces,male,0,,1back,176,1
CFD-WM-031-003-N.jpg,faces,male,0,,1back,176,1
1217_2_1000BuroPerthConcertHall2.jpg,scenes,manmade,0,,1back,176,1
volcano34.jpg,scenes,natural,0,,1back,176,1
CFD-WF-201-156-N.jpg,faces,female,1,,1back,176,1
CFD-WF-201-156-N.jpg,faces,female,1,,1back,176,2
08Trees.jpg,scenes,natural,0,,1back,176,1
CFD-WF-012-002-N.jpg,faces,female,1,,1back,176,1
CFD-WF-012-002-N.jpg,faces,female,1,,1back,176,2
